REF,status,PaperYear,Title,PaperAuthor,Journal,Animal,Family,Species,ClimaticZone,Climatic ,Habitat,LifeStage,WildType,Development,CO2Treatment,TempTreatment,Stressor ,CO2ppmC,CO2ppmCS.E.,CO2ppmC S.D.,pH scale,pH C,pH C S.E.,pH C S.D.,CO2ppmI,CO2ppmI S.E.,CO2ppmI S.D.,Ph I,Ph I S.E.,Ph I S.D.,TempC,TempC S.E.,TempC S.D.,TempI,TempI S.E.,TempI S.D.,DiffpCO2,DiffT,Other Factor,Metric,TransformedMetric,Metric Type,Unit,Category,Level,ControlMean,ControlMeanTransformed,ControlSE,ControlN,TreatmentMean,TreatmentMeanTransformed ,TreatmentSE,TreatmentN,AcclimationDays,NbTank,ei,vei,Note,,,,,
97,in,2018,,"Legrand E, Riera P, Bohner O, Coudret J, Schlicklin F, Derrien M, Martin S",Marine Environmental Research,Mollusca,Trochidae,Steromphala pennanti,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,401,4,NA,total,8.07,0.01,NA,430,5,NA,8.04,0.01,NA,15.7,0.1,NA,18.6,0.1,NA,29,2.9,summer,Respiration,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 h-1,Routine respiration,Individual level,-3.74,-3.743523,0.65,5,-3.12,-3.1217617,0.58,5,90,5,-0.182,0.0648,,,,,,
97,in,2018,,"Legrand E, Riera P, Bohner O, Coudret J, Schlicklin F, Derrien M, Martin S",Marine Environmental Research,Mollusca,Trochidae,Steromphala pennanti,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,401,4,NA,total,8.07,0.01,NA,986,12,NA,7.72,0.01,NA,15.7,0.1,NA,18.6,0.1,NA,585,2.9,summer,Respiration,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 h-1,Routine respiration,Individual level,-3.74,-3.743523,0.65,5,-3.13,-3.1347150,0.63,5,90,5,-0.177,0.0709,,,,,,
97,in,2018,,"Legrand E, Riera P, Bohner O, Coudret J, Schlicklin F, Derrien M, Martin S",Marine Environmental Research,Mollusca,Trochidae,Steromphala pennanti,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,401,4,NA,total,8.07,0.01,NA,887,20,NA,7.75,0.01,NA,15.7,0.1,NA,15.5,0.1,NA,486,-0.2,summer,Respiration,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 h-1,Routine respiration,Individual level,-3.74,-3.743523,0.65,5,-3.86,-3.8601036,0.31,5,90,5,0.031,0.0364,,,,,,
97,in,2018,,"Legrand E, Riera P, Bohner O, Coudret J, Schlicklin F, Derrien M, Martin S",Marine Environmental Research,Mollusca,Patellidae,Patella ulyssiponensis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,NO,pH,401,4,NA,total,8.07,0.01,NA,887,20,NA,7.75,0.01,NA,15.7,0.1,NA,15.5,0.1,NA,486,-0.2,summer,Respiration,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 h-1,Routine respiration,Individual level,-0.36,-0.364266,0.33,5,-0.81,-0.8074792,0.19,5,90,5,0.796,0.8904,,,,,,
97,in,2018,,"Legrand E, Riera P, Bohner O, Coudret J, Schlicklin F, Derrien M, Martin S",Marine Environmental Research,Mollusca,Patellidae,Patella ulyssiponensis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,YES,YES,TpH,401,4,NA,total,8.07,0.01,NA,986,12,NA,7.72,0.01,NA,15.7,0.1,NA,18.6,0.1,NA,585,2.9,summer,Respiration,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 h-1,Routine respiration,Individual level,-0.36,-0.364266,0.33,5,-0.91,-0.9127424,0.13,5,90,5,0.919,0.8540,,,,,,
97,in,2018,,"Legrand E, Riera P, Bohner O, Coudret J, Schlicklin F, Derrien M, Martin S",Marine Environmental Research,Mollusca,Patellidae,Patella ulyssiponensis,Temperate,Temperate,benthic,JUVENILE/ADULT,YES,LARVAL,NO,YES,T,401,4,NA,total,8.07,0.01,NA,430,5,NA,8.04,0.01,NA,15.7,0.1,NA,18.6,0.1,NA,29,2.9,summer,Respiration,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 h-1,Routine respiration,Individual level,-0.36,-0.364266,0.33,5,-1.14,-1.1398892,0.15,5,90,5,1.141,0.8500,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1704,32,NA,7.65,0.01,NA,24.4,0.1,NA,27.0,0.1,NA,1213,2.6,greywacke substrate,Survival,Survival,positive,%,Survival,Population level,20.73,20.726073,4.62,7,9.11,9.1089109,4.09,7,28,7,-0.822,0.2515,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1006,18,NA,7.85,0.01,NA,24.4,0.1,NA,26.7,0.1,NA,515,2.3,greywacke substrate,Survival,Survival,positive,%,Survival,Population level,20.73,20.726073,4.62,7,16.24,16.2376238,4.36,7,28,7,-0.244,0.1217,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1704,32,NA,7.65,0.01,NA,24.4,0.1,NA,27.0,0.1,NA,1213,2.6,greywacke substrate,Test diameter,Size,positive,µm,Growth,Individual level,714.77,714.765101,26.85,5,577.18,577.1812081,10.07,5,14,7,-0.214,0.0017,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1006,18,NA,7.85,0.01,NA,24.4,0.1,NA,26.7,0.1,NA,515,2.3,greywacke substrate,Test diameter,Size,positive,µm,Growth,Individual level,714.77,714.765101,26.85,5,587.25,587.2483221,10.07,5,14,7,-0.197,0.0017,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,1583,36,NA,7.67,0.01,NA,24.4,0.1,NA,24.5,0.1,NA,1092,0.1,greywacke substrate,Test diameter,Size,positive,µm,Growth,Individual level,714.77,714.765101,26.85,5,597.32,597.3154362,33.56,5,14,7,-0.180,0.0046,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,1583,36,NA,7.67,0.01,NA,24.4,0.1,NA,24.5,0.1,NA,1092,0.1,greywacke substrate,Survival,Survival,positive,%,Survival,Population level,20.73,20.726073,4.62,7,19.93,19.9339934,6.73,7,28,7,-0.039,0.1638,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,930,18,NA,7.87,0.01,NA,24.4,0.1,NA,24.3,0.1,NA,440,-0.1,greywacke substrate,Test diameter,Size,positive,µm,Growth,Individual level,714.77,714.765101,26.85,5,691.28,691.2751678,20.13,5,14,7,-0.033,0.0023,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,NO,YES,T,491,12,NA,NIST,8.12,0.01,NA,513,12,NA,8.10,0.01,NA,24.4,0.1,NA,26.8,0.1,NA,22,2.4,greywacke substrate,Survival,Survival,positive,%,Survival,Population level,20.73,20.726073,4.62,7,20.46,20.4620462,5.94,7,28,7,-0.013,0.1340,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,930,18,NA,7.87,0.01,NA,24.4,0.1,NA,24.3,0.1,NA,440,-0.1,greywacke substrate,Settlement,Settlement,positive,%,Development,Population level,38.18,38.181818,8.05,7,38.18,38.1818182,3.38,7,2,7,0.000,0.0523,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,1583,36,NA,7.67,0.01,NA,24.4,0.1,NA,24.5,0.1,NA,1092,0.1,greywacke substrate,Settlement,Settlement,positive,%,Development,Population level,38.18,38.181818,8.05,7,39.74,39.7402597,5.45,7,2,7,0.040,0.0633,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,NO,YES,T,491,12,NA,NIST,8.12,0.01,NA,513,12,NA,8.10,0.01,NA,24.4,0.1,NA,26.8,0.1,NA,22,2.4,greywacke substrate,Test diameter,Size,positive,µm,Growth,Individual level,714.77,714.765101,26.85,5,761.74,761.7449664,57.05,5,14,7,0.064,0.0070,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,930,18,NA,7.87,0.01,NA,24.4,0.1,NA,24.3,0.1,NA,440,-0.1,greywacke substrate,Survival,Survival,positive,%,Survival,Population level,20.73,20.726073,4.62,7,24.95,24.9504950,5.68,7,28,7,0.186,0.1015,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,NO,YES,T,491,12,NA,NIST,8.12,0.01,NA,513,12,NA,8.10,0.01,NA,24.4,0.1,NA,26.8,0.1,NA,22,2.4,greywacke substrate,Settlement,Settlement,positive,%,Development,Population level,38.18,38.181818,8.05,7,48.31,48.3116883,5.19,7,2,7,0.235,0.0560,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,1583,36,NA,7.67,0.01,NA,24.4,0.1,NA,24.5,0.1,NA,1092,0.1,greywacke substrate,Abnormalities,Normal,positive,%,Development,Population level,55.27,44.727273,9.31,5,43.35,56.6545455,43.35,5,2,7,0.236,0.6287,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1006,18,NA,7.85,0.01,NA,24.4,0.1,NA,26.7,0.1,NA,515,2.3,greywacke substrate,Settlement,Settlement,positive,%,Development,Population level,38.18,38.181818,8.05,7,49.61,49.6103896,6.49,7,2,7,0.262,0.0616,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,NO,pH,491,12,NA,NIST,8.12,0.01,NA,930,18,NA,7.87,0.01,NA,24.4,0.1,NA,24.3,0.1,NA,440,-0.1,greywacke substrate,Abnormalities,Normal,positive,%,Development,Population level,55.27,44.727273,9.31,5,38.98,61.0181818,38.98,5,2,7,0.311,0.4515,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1704,32,NA,7.65,0.01,NA,24.4,0.1,NA,27.0,0.1,NA,1213,2.6,greywacke substrate,Settlement,Settlement,positive,%,Development,Population level,38.18,38.181818,8.05,7,61.30,61.2987013,6.49,7,2,7,0.473,0.0557,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,NO,YES,T,491,12,NA,NIST,8.12,0.01,NA,513,12,NA,8.10,0.01,NA,24.4,0.1,NA,26.8,0.1,NA,22,2.4,greywacke substrate,Abnormalities,Normal,positive,%,Development,Population level,55.27,44.727273,9.31,5,24.15,75.8545455,24.15,5,2,7,0.528,0.1446,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1006,18,NA,7.85,0.01,NA,24.4,0.1,NA,26.7,0.1,NA,515,2.3,greywacke substrate,Abnormalities,Normal,positive,%,Development,Population level,55.27,44.727273,9.31,5,20.95,79.0545455,20.95,5,2,7,0.570,0.1135,,,,,,
99,in,2019,,"Mos B, Dworjanyn SA, Mamo LT, Kelaher BP",Sciene of the total environment,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,NO,LARVAL,YES,YES,TpH,491,12,NA,NIST,8.12,0.01,NA,1704,32,NA,7.65,0.01,NA,24.4,0.1,NA,27.0,0.1,NA,1213,2.6,greywacke substrate,Abnormalities,Normal,positive,%,Development,Population level,55.27,44.727273,9.31,5,20.07,79.9272727,20.07,5,2,7,0.581,0.1064,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,YES,NO,pH,592,44,NA,total,7.94,0.03,NA,1164,156,NA,7.70,0.07,NA,21.3,0.0,NA,21.3,0.0,NA,572,0.0,NA,MO2,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 min-1,Routine respiration,Individual level,1.83,1.833333,0.49,29,0.80,0.7982456,0.11,29,36,5,-0.831,0.0922,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,NO,YES,T,592,44,NA,total,7.94,0.03,NA,612,48,NA,7.92,0.03,NA,21.3,0.0,NA,23.3,0.0,NA,20,2.0,NA,MO2,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 min-1,Routine respiration,Individual level,1.83,1.833333,0.49,29,0.82,0.8157895,0.18,29,36,5,-0.810,0.1228,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,NO,YES,T,592,44,NA,total,7.94,0.03,NA,612,48,NA,7.92,0.03,NA,21.3,0.0,NA,23.3,0.0,NA,20,2.0,NA,grow efficiency,growth rate,positive,mm day-1,Growth ,Individual level,0.04,0.041989,0.01,91,0.03,0.0316759,0.01,91,36,5,-0.282,0.1650,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,NO,YES,T,592,44,NA,total,7.94,0.03,NA,568,41,NA,7.96,0.02,NA,21.3,0.0,NA,26.3,0.0,NA,-24,5.0,NA,grow efficiency,growth rate,positive,mm day-1,Growth ,Individual level,0.04,0.041989,0.01,91,0.03,0.0320442,0.01,91,36,5,-0.270,0.2406,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,YES,YES,TpH,592,44,NA,total,7.94,0.03,NA,1106,58,NA,7.70,0.02,NA,21.3,0.0,NA,23.3,0.0,NA,514,2.0,NA,MO2,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 min-1,Routine respiration,Individual level,1.83,1.833333,0.49,29,1.61,1.6140351,0.15,29,36,5,-0.127,0.0803,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,YES,YES,TpH,592,44,NA,total,7.94,0.03,NA,1122,90,NA,7.70,0.03,NA,21.3,0.0,NA,26.3,0.0,NA,530,5.0,NA,MO2,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 min-1,Routine respiration,Individual level,1.83,1.833333,0.49,29,1.92,1.9210526,0.57,29,36,5,0.047,0.1599,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,NO,YES,T,592,44,NA,total,7.94,0.03,NA,568,41,NA,7.96,0.02,NA,21.3,0.0,NA,26.3,0.0,NA,-24,5.0,NA,MO2,Oxygen consumption rate,ambiguous,µmol O2 g DW-1 min-1,Routine respiration,Individual level,1.83,1.833333,0.49,29,3.32,3.3157895,1.00,29,36,5,0.593,0.1627,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,YES,NO,pH,592,44,NA,total,7.94,0.03,NA,1164,156,NA,7.70,0.07,NA,21.3,0.0,NA,21.3,0.0,NA,572,0.0,NA,grow efficiency,growth rate,positive,mm day-1,Growth ,Individual level,0.04,0.041989,0.01,91,0.09,0.0869245,0.01,91,36,5,0.728,0.1326,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,YES,YES,TpH,592,44,NA,total,7.94,0.03,NA,1122,90,NA,7.70,0.03,NA,21.3,0.0,NA,26.3,0.0,NA,530,5.0,NA,grow efficiency,growth rate,positive,mm day-1,Growth ,Individual level,0.04,0.041989,0.01,91,0.09,0.0917127,0.02,91,36,5,0.781,0.1457,,,,,,
100,in,2015,,"Basso L, Hendriks IE, Duarte CM",Estuaries and Coasts,Mollusca,Pinnidae,Pinna nobilis,Temperate,Temperate,benthic,JUVENILE,UNCLEAR,LARVAL,YES,YES,TpH,592,44,NA,total,7.94,0.03,NA,1106,58,NA,7.70,0.02,NA,21.3,0.0,NA,23.3,0.0,NA,514,2.0,NA,grow efficiency,growth rate,positive,mm day-1,Growth ,Individual level,0.04,0.041989,0.01,91,0.12,0.1215470,0.06,91,36,5,1.063,0.3288,,,,,,
101,out,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,NO,pH,434,NA,80,total,7.94,NA,0.06,807,NA,145,7.75,NA,0.07,7.9,NA,0.1,7.9,NA,0.1,373,0,high food,grow efficiency,growth rate,positive,% d-1,Growth ,Individual level,0.01,0.006000,0.00,4,0.00,0.0000600,0.00,4,180,4,-4.605,625.1736,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,YES,TpH,434,NA,80,total,7.94,NA,0.06,804,NA,172,7.70,NA,0.06,7.9,NA,0.1,11.9,NA,0.1,370,4.0,high food,RNA/DNA ratio,RNA/DNA ratio,ambiguous,NA,Physiology,Individual level,1.03,1.030000,0.20,4,0.88,0.8800000,0.12,4,180,4,-0.157,0.0563,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,NO,pH,434,NA,80,total,7.94,NA,0.06,807,NA,145,7.75,NA,0.07,7.9,NA,0.1,7.9,NA,0.1,373,0.0,high food,Mortality,Survival,positive,%,Survival,Population level,9.24,90.760000,3.39,4,13.12,86.8800000,2.43,4,180,4,-0.044,0.0022,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,YES,TpH,434,NA,80,total,7.94,NA,0.06,804,NA,172,7.70,NA,0.06,7.9,NA,0.1,11.9,NA,0.1,370,4.0,high food,Mortality,Survival,positive,%,Survival,Population level,9.24,90.760000,3.39,4,12.49,87.5100000,7.90,4,180,4,-0.036,0.0095,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,NO,YES,T,434,NA,80,total,7.94,NA,0.06,392,NA,66,7.90,NA,0.05,7.9,NA,0.1,11.9,NA,0.0,-42,4.0,high food,Mortality,Survival,positive,%,Survival,Population level,9.24,90.760000,3.39,4,6.98,93.0200000,3.97,4,180,4,0.025,0.0032,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,NO,pH,434,NA,80,total,7.94,NA,0.06,807,NA,145,7.75,NA,0.07,7.9,NA,0.1,7.9,NA,0.1,373,0.0,high food,RNA/DNA ratio,RNA/DNA ratio,ambiguous,NA,Physiology,Individual level,1.03,1.030000,0.20,4,1.13,1.1300000,0.06,4,180,4,0.093,0.0405,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,YES,TpH,434,NA,80,total,7.94,NA,0.06,804,NA,172,7.70,NA,0.06,7.9,NA,0.1,11.9,NA,0.1,370,4.0,high food,grow efficiency,growth rate,positive,% d-1,Growth ,Individual level,0.01,0.006000,0.00,4,0.01,0.0090000,0.00,4,180,4,0.405,0.2014,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,NO,YES,T,434,NA,80,total,7.94,NA,0.06,392,NA,66,7.90,NA,0.05,7.9,NA,0.1,11.9,NA,0.0,-42,4.0,high food,RNA/DNA ratio,RNA/DNA ratio,ambiguous,NA,Physiology,Individual level,1.03,1.030000,0.20,4,1.84,1.8400000,0.25,4,180,4,0.580,0.0554,,,,,,
101,in,2017,,"Büschner JV, Form AU, Riebesell U",Frontiers in Marine Science,Cnidaria,Caryophyllidae,Lophelia pertusa,Temperate,Temperate,benthic,ADULT,YES,LARVAL,NO,YES,T,434,NA,80,total,7.94,NA,0.06,392,NA,66,7.90,NA,0.05,7.9,NA,0.1,11.9,NA,0.0,-42,4.0,high food,grow efficiency,growth rate,positive,% d-1,Growth ,Individual level,0.01,0.006000,0.00,4,0.02,0.0170000,0.00,4,180,4,1.041,0.2048,,,,,,
103,in,2012,,"Eklöf JS, Alsterberg C, Havenhand JN, Sundbäck K, Wood HL, Gamfeldt L",Ecology letters,Arthropoda,Gammaridae,Gammarus locusta,Temperate,Temperate,benthic,ADULT,YES,DIRECT,NO,YES,T,715,NA,30,NBS,8.21,NA,0.01,642,NA,50,8.22,NA,0.01,19.5,NA,0.3,23.3,NA,0.4,-73,3.9,NA,weight,Weight,positive,g DW 0.1²,Growth,Population level,0.60,0.600000,0.11,5,0.30,0.2971429,0.02,5,35,5,-0.703,0.0361,,,,,,
103,in,2012,,"Eklöf JS, Alsterberg C, Havenhand JN, Sundbäck K, Wood HL, Gamfeldt L",Ecology letters,Arthropoda,Gammaridae,Gammarus locusta,Temperate,Temperate,benthic,ADULT,YES,DIRECT,NO,YES,T,715,NA,30,NBS,8.21,NA,0.01,642,NA,50,8.22,NA,0.01,19.5,NA,0.3,23.3,NA,0.4,-73,3.9,NA,individuals per 0.1m²,Number of individuals,positive,number,Survival,Population level,483.45,483.453237,107.91,5,263.31,263.3093525,17.27,5,35,5,-0.608,0.0541,,,,,,
103,in,2012,,"Eklöf JS, Alsterberg C, Havenhand JN, Sundbäck K, Wood HL, Gamfeldt L",Ecology letters,Arthropoda,Gammaridae,Gammarus locusta,Temperate,Temperate,benthic,ADULT,YES,DIRECT,YES,YES,TpH,715,NA,30,NBS,8.21,NA,0.01,1716,NA,290,7.86,NA,0.10,19.5,NA,0.3,23.3,NA,0.4,1001,3.8,NA,weight,Weight,positive,g DW 0.1²,Growth,Population level,0.60,0.600000,0.11,5,0.36,0.3600000,0.07,5,35,5,-0.511,0.0690,,,,,,
103,in,2012,,"Eklöf JS, Alsterberg C, Havenhand JN, Sundbäck K, Wood HL, Gamfeldt L",Ecology letters,Arthropoda,Gammaridae,Gammarus locusta,Temperate,Temperate,benthic,ADULT,YES,DIRECT,YES,YES,TpH,715,NA,30,NBS,8.21,NA,0.01,1716,NA,290,7.86,NA,0.10,19.5,NA,0.3,23.3,NA,0.4,1001,3.8,NA,individuals per 0.1m²,Number of individuals,positive,number,Survival,Population level,483.45,483.453237,107.91,5,315.11,315.1079137,43.17,5,35,5,-0.428,0.0686,,,,,,
